"","city","gender"
"1213","Coventry","F"
"1214","Basildon","F"
"1215","Norwich","M"
"1216","Norwich","U"
"1217","Southampton","U"
"1218","Middlesbrough","U"
"1219","Bradford","F"
"1220","Wakefield","F"
"1221","Coventry","F"
"1222","Crawley","F"
"1223","Coventry","F"
"1224","Ipswich","F"
"1225","Bristol","F"
"1226","Newcastle","U"
"1227","","F"
"1228","Peterborough","F"
"1229","Bradford","F"
"1230","Milton Keynes","F"
"1231","Leicester","F"
"1232","Brighton","U"
"1233","Mansfield","U"
"1234","Southend","M"
"1235","Swansea","M"
"1236","Sheffield","F"
"1237","Leeds","U"
"1238","Bournemouth","U"
"1239","Blackburn","F"
"1240","Sheffield","F"
"1241","Hull","F"
"1242","Nottingham","F"
"1243","Leicester","F"
"1244","Aberdeen","F"
"1245","Northampton","F"
"1246","Exeter","F"
"1247","Dundee","U"
"1248","Huddersfield","F"
"1249","Bristol","F"
"1250","Preston","F"
"1251","Portsmouth","M"
"1252","Doncaster","U"
"1253","Liverpool","F"
"1254","Exeter","F"
"1255","Chatham","F"
"1256","Birmingham","F"
"1257","Norwich","F"
"1258","Preston","F"
"1259","Newcastle","F"
"1260","Exeter","F"
"1261","Barnsley","M"
"1262","Crawley","F"
"1263","Belfast","F"
"1264","Stoke","F"
"1265","Aldershot","M"
"1266","Leeds","F"
"1267","Peterborough","F"
"1268","Reading","F"
"1269","Plymouth","F"
"1270","Slough","U"
"1271","Mansfield","F"
"1272","Cambridge","F"
"1273","National Average","F"
"1274","Birkenhead","F"
"1275","Dundee","F"
"1276","Wakefield","F"
"1277","Sunderland","F"
"1278","Birkenhead","F"
"1279","Aberdeen","F"
"1280","Southend","U"
"1281","Stoke","M"
"1282","Liverpool","F"
"1283","Norwich","F"
"1284","Aberdeen","F"
"1285","Portsmouth","F"
"1286","Bournemouth","M"
"1287","Preston","F"
"1288","Chatham","M"
"1289","Telford","M"
"1290","Telford","F"
"1291","Mansfield","F"
"1292","Birkenhead","F"
"1293","Bournemouth","U"
"1294","Glasgow","F"
"1295","Bradford","F"
"1296","Barnsley","U"
"1297","Plymouth","U"
"1298","Burnley","F"
"1299","Hull","U"
"1300","Nottingham","F"
"1301","Gloucester","F"
"1302","Chatham","F"
"1303","Dundee","F"
"1304","London","F"
"1305","Reading","F"
"1306","Ipswich","U"
"1307","Middlesbrough","F"
"1308","Swansea","F"
"1309","Bradford","F"
"1310","","U"
"1311","Dundee","F"
"1312","Leicester","F"
"1313","Birmingham","U"
"1314","Dundee","F"
"1315","Oxford","M"
"1316","Middlesbrough","F"
"1317","Stoke","M"
"1318","Newcastle","F"
"1319","Southampton","F"
"1320","Peterborough","F"
"1321","Ipswich","F"
"1322","Doncaster","F"
"1323","Liverpool","F"
"1324","Blackpool","F"
"1325","","F"
"1326","Doncaster","F"
"1327","Northampton","F"
"1328","Bradford","U"
"1329","Gloucester","F"
"1330","Belfast","F"
"1331","London","U"
"1332","Leeds","F"
"1333","Leicester","F"
"1334","","F"
"1335","Coventry","F"
"1336","Swansea","U"
"1337","Northampton","F"
"1338","Burnley","F"
"1339","Bradford","F"
"1340","London","F"
"1341","Cambridge","F"
"1342","Bournemouth","F"
"1343","Aldershot","F"
"1344","Belfast","F"
"1345","Hull","F"
"1346","Wigan","F"
"1347","Liverpool","F"
"1348","Newcastle","F"
"1349","Mansfield","F"
"1350","Stoke","F"
"1351","Newport","F"
"1352","Hull","M"
"1353","Hull","F"
"1354","Liverpool","F"
"1355","Basildon","F"
"1356","Northampton","F"
"1357","Cambridge","F"
"1358","Gloucester","U"
"1359","Northampton","U"
"1360","Glasgow","F"
"1361","Burnley","F"
"1362","Sheffield","M"
"1363","Norwich","F"
"1364","Northampton","F"
"1365","Cambridge","F"
"1366","Huddersfield","F"
"1367","Aldershot","U"
"1368","Wakefield","F"
"1369","Doncaster","F"
"1370","Portsmouth","F"
"1371","Exeter","F"
"1372","Cardiff","U"
"1373","Slough","F"
"1374","Leicester","F"
"1375","Aldershot","M"
"1376","Cardiff","F"
"1377","Middlesbrough","U"
"1378","Nottingham","F"
"1379","Bournemouth","F"
"1380","Southend","M"
"1381","","U"
"1382","Telford","U"
"1383","Glasgow","F"
"1384","Newport","F"
"1385","Dundee","U"
"1386","Derby","U"
"1387","Reading","F"
"1388","Norwich","F"
"1389","Basildon","M"
"1390","Derby","F"
"1391","Slough","F"
"1392","","U"
"1393","Swansea","U"
"1394","Southampton","U"
"1395","Bradford","F"
"1396","Huddersfield","F"
"1397","Dundee","F"
"1398","Northampton","F"
"1399","Sunderland","F"
"1400","London","F"
"1401","Glasgow","F"
"1402","Aldershot","U"
"1403","Doncaster","U"
"1404","Derby","F"
"1405","Oxford","U"
"1406","Gloucester","F"
"1407","Coventry","U"
"1408","Crawley","F"
"1409","Bristol","F"
"1410","Birkenhead","M"
"1411","Edinburgh","F"
"1412","Southend","M"
"1413","Barnsley","U"
"1414","Cardiff","F"
"1415","Sheffield","U"
"1416","Leicester","F"
"1417","Liverpool","U"
"1418","Huddersfield","F"
"1419","Aberdeen","F"
"1420","Dundee","F"
"1421","Blackpool","F"
"1422","Manchester","F"
"1423","Preston","U"
"1424","Leeds","F"
"1425","Bradford","F"
"1426","Gloucester","F"
"1427","Sunderland","F"
"1428","Ipswich","F"
"1429","Norwich","F"
"1430","Basildon","F"
"1431","Bournemouth","F"
"1432","Manchester","F"
"1433","Middlesbrough","F"
"1434","Middlesbrough","F"
"1435","Birmingham","F"
"1436","Newport","F"
"1437","Swansea","F"
"1438","Blackpool","F"
"1439","Milton Keynes","U"
"1440","Leicester","F"
"1441","Coventry","F"
"1442","Slough","F"
"1443","Middlesbrough","M"
"1444","Milton Keynes","F"
"1445","Huddersfield","F"
"1446","Crawley","U"
"1447","Milton Keynes","F"
"1448","Derby","F"
"1449","Exeter","U"
"1450","","F"
"1451","London","F"
"1452","Cardiff","U"
"1453","Bournemouth","F"
"1454","Preston","F"
"1455","","M"
"1456","Sunderland","F"
"1457","Dundee","F"
"1458","Aldershot","U"
"1459","Cambridge","U"
"1460","Dundee","F"
"1461","Leicester","F"
"1462","Blackburn","F"
"1463","Brighton","F"
"1464","Birkenhead","F"
"1465","Coventry","F"
"1466","Birkenhead","U"
"1467","Gloucester","F"
"1468","London","M"
"1469","Cambridge","M"
"1470","London","F"
"1471","Southampton","M"
"1472","Sheffield","M"
"1473","Newport","U"
"1474","National Average","F"
"1475","Bristol","F"
"1476","Hull","F"
"1477","Ipswich","F"
"1478","Derby","F"
"1479","Barnsley","F"
"1480","Swansea","F"
"1481","Dundee","U"
"1482","Blackburn","F"
"1483","Blackpool","F"
"1484","Gloucester","U"
"1485","Belfast","F"
"1486","Barnsley","U"
"1487","Doncaster","F"
"1488","Crawley","F"
"1489","","F"
"1490","Ipswich","U"
"1491","Leicester","U"
"1492","Gloucester","M"
"1493","Edinburgh","F"
"1494","National Average","M"
"1495","Brighton","M"
"1496","Chatham","F"
"1497","Reading","U"
"1498","Hull","M"
"1499","Swindon","F"
"1500","","F"
"1501","Stoke","M"
"1502","Blackpool","F"
"1503","Newport","F"
"1504","Bradford","U"
"1505","Gloucester","U"
"1506","Bournemouth","M"
"1507","Aldershot","F"
"1508","Stoke","F"
"1509","Southampton","F"
"1510","","F"
"1511","Oxford","F"
"1512","Swindon","M"
"1513","Belfast","F"
"1514","Derby","U"
"1515","Gloucester","F"
"1516","Manchester","F"
"1517","London","F"
"1518","Sunderland","F"
"1519","Slough","F"
"1520","Milton Keynes","F"
"1521","Slough","M"
"1522","Hull","F"
"1523","London","U"
"1524","Crawley","F"
"1525","Norwich","F"
"1526","Liverpool","F"
"1527","Blackpool","F"
"1528","Mansfield","F"
"1529","London","F"
"1530","Portsmouth","F"
"1531","Newcastle","F"
"1532","Southampton","U"
"1533","Newcastle","F"
"1534","Birmingham","M"
"1535","Reading","U"
"1536","Coventry","U"
"1537","Swansea","F"
"1538","Huddersfield","F"
"1539","Coventry","F"
"1540","Plymouth","M"
"1541","Wakefield","F"
"1542","Bristol","U"
"1543","Hull","U"
"1544","Leeds","U"
"1545","Southampton","F"
"1546","Birkenhead","F"
"1547","Norwich","F"
"1548","Coventry","F"
"1549","Exeter","F"
"1550","Leeds","F"
"1551","Norwich","F"
"1552","Blackburn","F"
"1553","Oxford","F"
"1554","Belfast","F"
"1555","Coventry","F"
"1556","Portsmouth","F"
"1557","Slough","M"
"1558","Gloucester","F"
"1559","Bournemouth","F"
"1560","Liverpool","F"
"1561","Sunderland","F"
"1562","Sheffield","U"
"1563","Blackburn","F"
"1564","Basildon","F"
"1565","Aberdeen","F"
"1566","Basildon","M"
"1567","Peterborough","F"
"1568","Slough","F"
"1569","Northampton","F"
"1570","Reading","F"
"1571","Barnsley","F"
"1572","Dundee","F"
"1573","Cardiff","F"
"1574","Aldershot","M"
"1575","Oxford","U"
"1576","Chatham","U"
"1577","Northampton","F"
"1578","Stoke","F"
"1579","Wakefield","F"
"1580","Preston","F"
"1581","Peterborough","F"
"1582","Birkenhead","F"
"1583","Wakefield","F"
"1584","Plymouth","F"
"1585","Stoke","M"
"1586","Edinburgh","U"
"1587","Swindon","F"
"1588","Exeter","F"
"1589","Oxford","U"
"1590","Sunderland","F"
"1591","Dundee","F"
"1592","Norwich","F"
"1593","Birkenhead","U"
"1594","Newcastle","F"
"1595","Mansfield","U"
"1596","Bournemouth","F"
"1597","Hull","F"
"1598","","U"
"1599","Swansea","M"
"1600","Reading","F"
"1601","Liverpool","F"
"1602","Brighton","F"
"1603","Bradford","F"
"1604","Derby","F"
"1605","Glasgow","U"
"1606","Exeter","M"
"1607","Slough","M"
"1608","Cardiff","M"
"1609","Coventry","F"
"1610","Portsmouth","F"
"1611","Exeter","F"
"1612","Stoke","M"
"1613","Bradford","U"
"1614","Middlesbrough","U"
"1615","","F"
"1616","Glasgow","U"
"1617","Wakefield","F"
"1618","","F"
"1619","Leicester","F"
"1620","Liverpool","F"
"1621","Reading","F"
"1622","Slough","F"
"1623","Wakefield","U"
"1624","Bristol","F"
"1625","Bradford","U"
"1626","Swansea","U"
"1627","Newcastle","U"
"1628","Edinburgh","U"
"1629","Birmingham","F"
"1630","Telford","F"
"1631","Preston","M"
"1632","Peterborough","F"
"1633","National Average","F"
"1634","London","U"
"1635","Nottingham","U"
"1636","Doncaster","F"
"1637","Mansfield","F"
"1638","Manchester","F"
"1639","Cambridge","F"
"1640","","F"
"1641","Leeds","U"
"1642","Cambridge","U"
"1643","Aberdeen","M"
"1644","Slough","F"
"1645","Barnsley","F"
"1646","Ipswich","F"
"1647","Stoke","F"
"1648","Cambridge","F"
"1649","Bournemouth","F"
"1650","Birmingham","M"
"1651","Reading","M"
"1652","Derby","U"
"1653","Oxford","F"
"1654","Nottingham","F"
"1655","Coventry","F"
"1656","","F"
"1657","Exeter","F"
"1658","Mansfield","F"
"1659","Stoke","M"
"1660","Oxford","M"
"1661","Portsmouth","F"
"1662","Bradford","U"
"1663","Nottingham","U"
"1664","Warrington","U"
"1665","Sheffield","M"
"1666","Leicester","M"
"1667","Exeter","F"
"1668","Coventry","M"
"1669","Southampton","F"
"1670","Burnley","F"
"1671","Northampton","U"
"1672","Liverpool","F"
"1673","Glasgow","F"
"1674","Leicester","F"
"1675","Swansea","U"
"1676","Reading","F"
"1677","Hull","F"
"1678","Milton Keynes","M"
"1679","Swindon","U"
"1680","Edinburgh","F"
"1681","Birkenhead","F"
"1682","Chatham","F"
"1683","Middlesbrough","U"
"1684","Middlesbrough","U"
"1685","Doncaster","F"
"1686","Worthing","F"
"1687","Ipswich","F"
"1688","Preston","F"
"1689","Bradford","F"
"1690","Ipswich","F"
"1691","Liverpool","M"
"1692","Leeds","U"
"1693","Wakefield","F"
"1694","Bournemouth","U"
"1695","Stoke","U"
"1696","Burnley","F"
"1697","Aldershot","F"
"1698","Brighton","F"
"1699","Nottingham","F"
"1700","Plymouth","F"
"1701","Exeter","M"
"1702","Barnsley","F"
"1703","Bournemouth","F"
"1704","Plymouth","F"
"1705","Milton Keynes","F"
"1706","Wakefield","F"
"1707","Newcastle","U"
"1708","Peterborough","F"
"1709","Doncaster","F"
"1710","Burnley","F"
"1711","Nottingham","M"
"1712","Dundee","F"
"1713","Leeds","F"
"1714","Sunderland","F"
"1715","Manchester","F"
"1716","Ipswich","F"
"1717","Sunderland","F"
"1718","Gloucester","F"
"1719","Blackpool","F"
"1720","Belfast","F"
"1721","Chatham","F"
"1722","Swindon","F"
"1723","Brighton","F"
"1724","Derby","F"
"1725","Cambridge","F"
"1726","Birmingham","F"
"1727","Plymouth","U"
"1728","","F"
"1729","","U"
"1730","Aberdeen","M"
"1731","Gloucester","F"
"1732","Manchester","M"
"1733","Aberdeen","U"
"1734","Bristol","F"
"1735","Cardiff","U"
"1736","Cambridge","F"
"1737","Hull","U"
"1738","Aberdeen","F"
"1739","Manchester","F"
"1740","Glasgow","F"
"1741","Newcastle","F"
"1742","Manchester","F"
"1743","Ipswich","F"
"1744","Preston","F"
"1745","Oxford","U"
"1746","Glasgow","F"
"1747","Cardiff","F"
"1748","Preston","F"
"1749","Reading","F"
"1750","Plymouth","F"
"1751","Newcastle","U"
"1752","Doncaster","U"
"1753","Dundee","F"
"1754","Norwich","F"
"1755","Leeds","F"
"1756","Derby","U"
"1757","Birkenhead","F"
"1758","Brighton","U"
"1759","Coventry","F"
"1760","Birmingham","F"
"1761","Barnsley","F"
"1762","Swindon","F"
"1763","Sheffield","F"
"1764","Swansea","F"
"1765","Bradford","F"
"1766","Mansfield","U"
"1767","Swansea","F"
"1768","Basildon","F"
"1769","Leicester","F"
"1770","London","U"
"1771","Mansfield","U"
"1772","Crawley","F"
"1773","Exeter","F"
"1774","Bristol","U"
"1775","Hull","F"
"1776","Swansea","U"
"1777","Huddersfield","F"
"1778","Liverpool","F"
"1779","Derby","F"
"1780","Swindon","M"
"1781","Basildon","F"
"1782","Bradford","U"
"1783","Peterborough","F"
"1784","Preston","F"
"1785","Glasgow","F"
"1786","Belfast","F"
"1787","Chatham","F"
"1788","Glasgow","U"
"1789","Middlesbrough","F"
"1790","Oxford","F"
"1791","Doncaster","U"
"1792","Oxford","F"
"1793","Glasgow","U"
"1794","Aldershot","F"
"1795","Blackpool","F"
"1796","Birmingham","F"
"1797","Milton Keynes","F"
"1798","Aldershot","U"
"1799","Wakefield","F"
"1800","Preston","F"
"1801","Bournemouth","F"
"1802","Exeter","U"
"1803","Brighton","F"
"1804","Telford","F"
"1805","Birkenhead","M"
"1806","Portsmouth","F"
"1807","Manchester","U"
"1808","Sheffield","F"
"1809","Sheffield","U"
"1810","Swindon","F"
"1811","Barnsley","M"
"1812","Northampton","F"
"1813","Middlesbrough","F"
"1814","Bradford","F"
"1815","London","F"
"1816","Northampton","F"
"1817","Swansea","F"
"1818","Liverpool","F"
"1819","Dundee","F"
"1820","Stoke","F"
"1821","Aberdeen","F"
"1822","Wakefield","M"
"1823","Exeter","F"
"1824","National Average","F"
"1825","Bradford","F"
"1826","Basildon","F"
"1827","Aberdeen","F"
"1828","Newport","F"
"1829","Glasgow","F"
"1830","Swindon","M"
"1831","Portsmouth","F"
"1832","Leicester","U"
"1833","Preston","F"
"1834","Peterborough","M"
"1835","Swindon","F"
"1836","Crawley","F"
"1837","","U"
"1838","Edinburgh","F"
"1839","Manchester","M"
"1840","Exeter","F"
"1841","Belfast","F"
"1842","Huddersfield","F"
"1843","Crawley","F"
"1844","Newport","F"
"1845","Crawley","F"
"1846","Portsmouth","F"
"1847","Burnley","U"
"1848","Coventry","F"
"1849","Stoke","F"
"1850","Southend","U"
"1851","Belfast","F"
"1852","Norwich","F"
"1853","Preston","F"
"1854","Southend","U"
"1855","National Average","U"
"1856","Basildon","F"
"1857","Birkenhead","F"
"1858","Bournemouth","M"
"1859","Bradford","F"
"1860","Barnsley","M"
"1861","Blackburn","F"
"1862","Bristol","U"
"1863","Norwich","F"
"1864","Leicester","F"
"1865","National Average","F"
"1866","Exeter","F"
"1867","Blackpool","U"
"1868","Middlesbrough","U"
"1869","","F"
"1870","Sheffield","F"
"1871","Bradford","F"
"1872","Liverpool","F"
"1873","Exeter","U"
"1874","Leeds","F"
"1875","Cambridge","F"
"1876","Dundee","F"
"1877","Gloucester","U"
"1878","Cambridge","F"
"1879","Liverpool","F"
"1880","Nottingham","F"
"1881","Swansea","F"
"1882","Basildon","U"
"1883","Blackpool","F"
"1884","Southend","M"
"1885","Bristol","F"
"1886","Liverpool","F"
"1887","Dundee","F"
"1888","Portsmouth","F"
"1889","London","F"
"1890","Telford","F"
"1891","Oxford","F"
"1892","Wakefield","F"
"1893","Bradford","F"
"1894","Burnley","F"
"1895","Leeds","M"
"1896","Birmingham","U"
"1897","Bristol","U"
"1898","Blackpool","M"
"1899","Bristol","U"
"1900","Cardiff","F"
"1901","Wakefield","M"
"1902","Southend","F"
"1903","Swansea","U"
"1904","Bristol","U"
"1905","","F"
"1906","Leeds","F"
"1907","Southend","U"
"1908","Chatham","F"
"1909","National Average","F"
"1910","Newport","F"
"1911","Newcastle","F"
"1912","Bristol","F"
"1913","Peterborough","F"
"1914","Dundee","F"
"1915","Cambridge","F"
"1916","Swansea","F"
"1917","Middlesbrough","F"
"1918","Brighton","F"
"1919","Southend","F"
"1920","National Average","F"
"1921","Aberdeen","U"
"1922","Southend","F"
"1923","Aberdeen","F"
"1924","Slough","F"
"1925","Swindon","F"
"1926","Crawley","F"
"1927","Chatham","F"
"1928","Telford","F"
"1929","Manchester","F"
"1930","Exeter","F"
"1931","Crawley","F"
"1932","Bournemouth","M"
"1933","Bournemouth","F"
"1934","Bournemouth","F"
"1935","Oxford","F"
"1936","Stoke","U"
"1937","Reading","F"
"1938","Glasgow","F"
"1939","Basildon","U"
"1940","Coventry","F"
"1941","Wakefield","U"
"1942","Swindon","U"
"1943","Oxford","F"
"1944","Norwich","F"
"1945","Newport","U"
"1946","Newport","F"
"1947","Exeter","F"
"1948","Reading","U"
"1949","Doncaster","F"
"1950","Cardiff","F"
"1951","Crawley","F"
"1952","Plymouth","F"
"1953","Doncaster","U"
"1954","Milton Keynes","F"
"1955","Newcastle","F"
"1956","Stoke","F"
"1957","Norwich","F"
"1958","London","F"
"1959","Coventry","F"
"1960","National Average","F"
"1961","Liverpool","F"
"1962","","F"
"1963","Cardiff","F"
"1964","Leeds","F"
"1965","Reading","F"
"1966","Swindon","U"
"1967","Nottingham","F"
"1968","Leeds","M"
"1969","Aldershot","F"
"1970","Aldershot","U"
"1971","London","M"
"1972","Dundee","U"
"1973","Cambridge","F"
"1974","Birkenhead","F"
"1975","Mansfield","F"
"1976","Hull","U"
"1977","Reading","F"
"1978","Huddersfield","F"
"1979","Norwich","F"
"1980","Bournemouth","U"
"1981","Manchester","F"
"1982","National Average","M"
"1983","Bournemouth","U"
"1984","Portsmouth","F"
"1985","Edinburgh","F"
"1986","Sunderland","F"
"1987","Barnsley","F"
"1988","Wakefield","F"
"1989","Brighton","F"
"1990","Exeter","F"
"1991","Aberdeen","F"
"1992","Sheffield","F"
"1993","Birmingham","F"
"1994","Bradford","F"
"1995","Dundee","F"
"1996","Aberdeen","F"
"1997","Southampton","F"
"1998","Nottingham","F"
"1999","Derby","F"
"2000","Oxford","U"
"2001","Newport","F"
"2002","London","F"
"2003","Edinburgh","F"
"2004","Slough","F"
"2005","Swansea","U"
"2006","National Average","F"
"2007","Mansfield","F"
"2008","Reading","F"
"2009","Huddersfield","F"
"2010","","F"
"2011","Birmingham","U"
"2012","Huddersfield","F"
"2013","Newcastle","F"
"2014","Birkenhead","F"
"2015","Bournemouth","F"
"2016","Telford","M"
"2017","Aldershot","F"
"2018","Hull","F"
"2019","Manchester","F"
"2020","National Average","F"
"2021","Nottingham","F"
"2022","Brighton","F"
"2023","London","F"
"2024","Barnsley","F"
"2025","Plymouth","U"
"2026","Coventry","F"
"2027","National Average","F"
"2028","Leeds","M"
"2029","Telford","F"
"2030","Leeds","U"
"2031","Blackpool","F"
"2032","Mansfield","F"
"2033","Southampton","F"
"2034","Portsmouth","F"
"2035","Blackpool","F"
"2036","Glasgow","M"
"2037","Blackburn","F"
"2038","Oxford","F"
"2039","Bournemouth","F"
"2040","Aberdeen","M"
"2041","Oxford","F"
"2042","Oxford","F"
"2043","","F"
"2044","Newport","M"
"2045","Cardiff","M"
"2046","Crawley","M"
"2047","Leicester","F"
"2048","Leeds","F"
"2049","Newcastle","F"
"2050","Birkenhead","U"
"2051","Crawley","F"
"2052","Bristol","F"
"2053","Wakefield","F"
"2054","Milton Keynes","F"
"2055","Sunderland","U"
"2056","Leeds","U"
"2057","Slough","F"
"2058","Bradford","U"
"2059","Ipswich","F"
"2060","Nottingham","F"
"2061","Doncaster","F"
"2062","Belfast","F"
"2063","Belfast","F"
"2064","Middlesbrough","F"
"2065","Sunderland","F"
"2066","Derby","F"
"2067","Derby","F"
"2068","Ipswich","F"
"2069","Leeds","F"
"2070","Ipswich","F"
"2071","Sheffield","F"
"2072","Sheffield","F"
"2073","Cambridge","M"
"2074","Edinburgh","U"
"2075","Ipswich","F"
"2076","Brighton","F"
"2077","National Average","F"
"2078","London","M"
"2079","Sheffield","M"
"2080","Ipswich","F"
"2081","Burnley","F"
